date,ticker,name,grade,tab,score_precap,price,stop,cur_price,cur_ret,best_ret,worst_ret,stop_hit,days_held,fwd5,fwd21,status
2026-07-01,AMLX,"Amylyx Pharmaceuticals, Inc.",A,FRESH IGNITION,71.7,17.96,,20.31,0.1315,0.1666,-0.0797,,21.0,0.0267,0.1315,MATURED
2026-07-01,ACHC,"Acadia Healthcare Company, Inc.",A,FRESH IGNITION,70.9,29.53,,29.62,-0.0522,0.1466,-0.1482,,21.0,0.0038,-0.0522,MATURED
2026-07-01,AROC,"Archrock, Inc.",B,FRESH IGNITION,67.9,40.71,,35.76,-0.0774,0.0395,-0.1138,,21.0,-0.0025,-0.0774,MATURED
2026-07-01,IIPR,Innovative Industrial Propertie,B,FRESH IGNITION,67.7,61.98,,58.81,-0.062,0.0427,-0.0642,,21.0,0.0056,-0.062,MATURED
2026-07-01,MIRM,"Mirum Pharmaceuticals, Inc.",B,FRESH IGNITION,66.5,117.07,,105.95,-0.1205,0.0792,-0.1225,,21.0,0.0665,-0.1205,MATURED
2026-07-01,SSD,"Simpson Manufacturing Company, ",B,FRESH IGNITION,66.4,209.35,,187.74,-0.0757,0.0305,-0.0997,,21.0,-0.0669,-0.0757,MATURED
2026-07-01,NPKI,NPK International Inc.,B,FRESH IGNITION,64.6,15.91,,12.49,-0.1266,0.0497,-0.1748,,21.0,0.0063,-0.1266,MATURED
2026-07-01,PM,Philip Morris International Inc,B,FRESH IGNITION,63.7,180.91,,190.82,0.0739,0.1692,-0.0109,,21.0,0.0196,0.0739,MATURED
2026-07-01,TTI,"Tetra Technologies, Inc.",B,FRESH IGNITION,63.4,11.33,,7.7,-0.2488,0.0156,-0.3307,,21.0,-0.0849,-0.2488,MATURED
2026-07-01,FHB,"First Hawaiian, Inc.",B,FRESH IGNITION,62.6,29.3,,27.79,-0.0801,0.0122,-0.0976,,21.0,-0.003,-0.0801,MATURED
2026-07-01,CHCO,City Holding Company,B,FRESH IGNITION,61.8,132.64,,145.11,0.0798,0.0914,-0.0435,,21.0,-0.0184,0.0798,MATURED
2026-07-01,IDA,"IDACORP, Inc.",B,FRESH IGNITION,61.6,151.3,,142.91,-0.048,0.0319,-0.062,,21.0,-0.0119,-0.048,MATURED
2026-07-01,HBNC,"Horizon Bancorp, Inc.",B,FRESH IGNITION,61.4,19.98,,20.45,0.0064,0.0354,-0.063,,21.0,-0.0374,0.0064,MATURED
2026-07-01,AHR,"American Healthcare REIT, Inc.",B,FRESH IGNITION,60.1,52.15,,55.6,0.0363,0.0941,-0.0216,,21.0,0.0076,0.0363,MATURED
2026-07-02,DK,"Delek US Holdings, Inc.",A,FRESH IGNITION,72.5,53.14,,67.87,0.2901,0.3102,-0.0224,,20.0,0.0502,,OPEN
2026-07-02,PNTG,"The Pennant Group, Inc.",A,FRESH IGNITION,70.8,37.36,,40.32,0.0467,0.1083,-0.0106,,20.0,0.0419,,OPEN
2026-07-02,STGW,Stagwell Inc.,B,FRESH IGNITION,69.6,7.58,,8.45,0.1419,0.1486,-0.0635,,20.0,0.0534,,OPEN
2026-07-02,ZD,"Ziff Davis, Inc.",B,FRESH IGNITION,68.8,51.97,,53.08,0.0124,0.0484,-0.038,,20.0,-0.0076,,OPEN
